Unnamed: 0,FBPost,Label,clean_comment,sentiment_score,sentiment_label
930,"Katie, regarding your correction and comments above, I guess you didnt realize that ""your effing sick"" should actually be ""youre"", not just capitalized.  And I believe the phrase is ""poverty stricken"" not ""poverty struck"".",O,kati regard correct comment guess didnt realiz ef sick actual your capit believ phrase poverti stricken poverti struck,0,Negative
931,"Some disgusting comments on this post! ""I would rather send condoms or the pill!"" uh I think America and the Uk could benefit from those also looking at the single teen pregnancies, but our kids still have access to the kindle! Come on guys....Grow up please! ",O,disgust comment post would rather send condom pill uh think america uk could benefit also look singl teen pregnanc kid still access kindl come guy grow pleas,0,Negative
932,BRilliant idea....how much battery life that thing have tho? pair it with a generator so they can charge it!,P,brilliant idea much batteri life thing tho pair gener charg,0,Negative
933,First like. :D,P,first like,1,Positive
934,i <3 my Kindle ^_^,O,kindl,0,Negative
935,I LOVE MINE,P,love mine,1,Positive
936,SkvÄlÃ½ stroj... !!!,O,skv l stroj,1,Positive
937,I still miss that catchy jingle from the original ad.,O,still miss catchi jingl origin ad,0,Negative
938,long live the kindle!,O,long live kindl,0,Negative
939,"At first i read ""Check out our newest Kindle!"" lol",P,first read check newest kindl lol,1,Positive
940,Gimme a break - who the hell runs smiling this way with a Kindle?,N,gimm break hell run smile way kindl,1,Positive
941,"Decent commercial, i wish i knew why you do these soft sale pitches, the kindle  rocks and deserves better, show people how great the KINDLE is!",P,decent commerci wish knew soft sale pitch kindl rock deserv better show peopl great kindl,1,Positive
942,I love mine also.,P,love mine also,1,Positive
943,Fist like.and good,P,fist like good,1,Positive
944,"same, my kindle is everything to me, im on it more than my ipod or laptop at times.",O,kindl everyth im ipod laptop time,0,Negative
945,I LOVE MY KINDLE  :),P,love kindl,1,Positive
946,Great Kindle,P,great kindl,1,Positive
947,"i saw this pop up on facebook, looked up and saw the add come on the TV LOL",P,saw pop facebook look saw add come tv lol,1,Positive
948,Love my Kindle!!,P,love kindl,1,Positive
949,I love my Kindle  my best friend,P,love kindl best friend,1,Positive
950,"I love my Kindle, though the publishing industry seems dead set on killing it off with their idiotic pricing schemes.",N,love kindl though publish industri seem dead set kill idiot price scheme,0,Negative
951,El mejor regalo tecnolÃ³gico que he adquirido en el Ãºltimo aÃ±o...de verdad lo recomiendo a todos mis amigos...,O,el mejor regalo tecnol gico que adquirido en el ltimo de verdad lo recomiendo todo mi amigo,1,Positive
952,"oooh i LOVE my kindle, just wondering do most kindle owners use their Kindle with the leather cover on or not ???  I use it with the cover myself  . . .",P,oooh love kindl wonder kindl owner use kindl leather cover use cover,1,Positive
953,LOVE LOVE LOVE my Kindle.,P,love love love kindl,1,Positive
954,Not a very clever ad. I love my Kindle but this was a bit wet.,P,clever ad love kindl bit wet,1,Positive
955,"Love, love, love my Kindle!!!",P,love love love kindl,1,Positive
956,I read more with my Kindle than I have in years,O,read kindl year,0,Negative
957,Gotta luv the Kindle!!,P,gotta luv kindl,1,Positive
958,I read more with my Kindle than I have in years,O,read kindl year,0,Negative
959,Gotta luv the Kindle!!,P,gotta luv kindl,1,Positive
960,"Ive always said that books are my best friend, but I love my kindle much more than that ;-)",P,ive alway said book best friend love kindl much,1,Positive
961,Love the commercial cant do without my Kindle.,P,love commerci cant without kindl,0,Negative
962,I use the cover at all times.,O,use cover time,1,Positive
963,While I like this commercial my favorite is the one where they people are by the pool in the sunlight =),P,like commerci favorit one peopl pool sunlight,1,Positive
964,"My Kindle was the best thing for my eyes!  I love to read, but often didnt because my eyes would tire so quickly, no longer the case!",P,kindl best thing eye love read often didnt eye would tire quickli longer case,0,Negative
965,Great tag line: The Book Lives On,P,great tag line book live,1,Positive
966,@Jacek- right! Always use protection!,O,jacek right alway use protect,1,Positive
967,LOVE IT!! Makes me want another Kindle. :),P,love make want anoth kindl,0,Negative
968,Am loving my Kindle so much I should name it.,P,love kindl much name,1,Positive
969,"I love my kindle, and I love the customer support that comes with it. My cats knocked my original one off the dresser, and Amazon gave me a free replacement since they said it was covered under the limited warranty. The replacement was there the next day!",P,love kindl love custom support come cat knock origin one dresser amazon gave free replac sinc said cover limit warranti replac next day,0,Negative
970,I love my Kindle!,P,love kindl,1,Positive
971,Well been comparing Kindle with Color Nook and well really would like that Color Nook,P,well compar kindl color nook well realli would like color nook,1,Positive
